@relation metaInstances

@attribute task_id numeric
@attribute DefaultAccuracy numeric
@attribute Dimensionality numeric
@attribute MajorityClassPercentage numeric
@attribute MajorityClassSize numeric
@attribute MinorityClassPercentage numeric
@attribute MinorityClassSize numeric
@attribute NumberOfBinaryFeatures numeric
@attribute NumberOfClasses numeric
@attribute NumberOfFeatures numeric
@attribute NumberOfInstances numeric
@attribute NumberOfInstancesWithMissingValues numeric
@attribute NumberOfMissingValues numeric
@attribute NumberOfNumericFeatures numeric
@attribute NumberOfSymbolicFeatures numeric
@attribute PercentageOfBinaryFeatures numeric
@attribute PercentageOfInstancesWithMissingValues numeric
@attribute PercentageOfMissingValues numeric
@attribute PercentageOfNumericFeatures numeric
@attribute PercentageOfSymbolicFeatures numeric
@attribute MeanMeansOfNumericAtts numeric
@attribute MeanStdDevOfNumericAtts numeric
@attribute MeanKurtosisOfNumericAtts numeric
@attribute MeanSkewnessOfNumericAtts numeric
@attribute MinMeansOfNumericAtts numeric
@attribute MinStdDevOfNumericAtts numeric
@attribute MinKurtosisOfNumericAtts numeric
@attribute MinSkewnessOfNumericAtts numeric
@attribute MaxMeansOfNumericAtts numeric
@attribute MaxStdDevOfNumericAtts numeric
@attribute MaxKurtosisOfNumericAtts numeric
@attribute MaxSkewnessOfNumericAtts numeric
@attribute Quartile1MeansOfNumericAtts numeric
@attribute Quartile1StdDevOfNumericAtts numeric
@attribute Quartile1KurtosisOfNumericAtts numeric
@attribute Quartile1SkewnessOfNumericAtts numeric
@attribute Quartile2MeansOfNumericAtts numeric
@attribute Quartile2StdDevOfNumericAtts numeric
@attribute Quartile2KurtosisOfNumericAtts numeric
@attribute Quartile2SkewnessOfNumericAtts numeric
@attribute Quartile3MeansOfNumericAtts numeric
@attribute Quartile3StdDevOfNumericAtts numeric
@attribute Quartile3KurtosisOfNumericAtts numeric
@attribute Quartile3SkewnessOfNumericAtts numeric
@attribute ClassEntropy numeric
@attribute EquivalentNumberOfAtts numeric
@attribute NoiseToSignalRatio numeric
@attribute MeanAttributeEntropy numeric
@attribute MeanMutualInformation numeric
@attribute MinAttributeEntropy numeric
@attribute MinMutualInformation numeric
@attribute MaxAttributeEntropy numeric
@attribute MaxMutualInformation numeric
@attribute Quartile1AttributeEntropy numeric
@attribute Quartile1MutualInformation numeric
@attribute Quartile2AttributeEntropy numeric
@attribute Quartile2MutualInformation numeric
@attribute Quartile3AttributeEntropy numeric
@attribute Quartile3MutualInformation numeric
@attribute MaxNominalAttDistinctValues numeric
@attribute MinNominalAttDistinctValues numeric
@attribute MeanNominalAttDistinctValues numeric
@attribute StdvNominalAttDistinctValues numeric
@attribute DecisionStumpErrRate numeric
@attribute J48ErrRate numeric
@attribute JRipErrRate numeric
@attribute kNN_3NErrRate numeric
@attribute NaiveBayesErrRate numeric
@attribute NBTreeErrRate numeric
@attribute RandomTreeDepth3ErrRate numeric
@attribute REPTreeDepth3ErrRate numeric
@attribute SimpleLogisticErrRate numeric
@attribute DecisionStumpAUC numeric
@attribute J48AUC numeric
@attribute JRipAUC numeric
@attribute kNN_3NAUC numeric
@attribute NaiveBayesAUC numeric
@attribute NBTreeAUC numeric
@attribute RandomTreeDepth3AUC numeric
@attribute REPTreeDepth3AUC numeric
@attribute SimpleLogisticAUC numeric
@attribute DecisionStumpKappa numeric
@attribute J48Kappa numeric
@attribute JRipKappa numeric
@attribute kNN_3NKappa numeric
@attribute NaiveBayesKappa numeric
@attribute NBTreeKappa numeric
@attribute RandomTreeDepth3Kappa numeric
@attribute REPTreeDepth3Kappa numeric
@attribute SimpleLogisticKappa numeric

@data
3807,0.507692,0.076923,50.769231,66,49.230769,64,4,2,10,130,69,97,6,4,40,53.076923,7.461538,60,40,15.968192,3.696832,1.37415,0.780654,0.21687,0.107942,0.172506,0.16796,62.828232,8.374083,3.862344,1.397266,1.087473,0.367183,0.552207,0.181276,8.478977,2.923882,1.029057,0.829434,26.528377,7.641724,2.070458,1.304904,0.999829,5.361787,4.526444,1.030533,0.186473,0.69007,0.011595,1.493833,0.338359,0.69007,0.011595,0.907696,0.209465,1.493833,0.338359,2,2,2,0,0.2,0.207692,0.215385,0.3,0.223077,0.223077,0.315385,0.184615,0.207692,0.764796,0.769886,0.760772,0.700284,0.803741,0.809777,0.721828,0.802675,0.794744,0.597811,0.582838,0.567079,0.400284,0.552575,0.552363,0.369529,0.629101,0.582441
3808,0.526316,0.092105,52.631579,40,47.368421,36,3,2,7,76,0,0,3,4,42.857143,0,0,42.857143,57.142857,54.942982,52.231087,0.637719,0.407893,19.5,11.03872,-1.225326,-0.731374,101.631579,130.914103,3.364532,1.955053,19.5,11.03872,-1.225326,-0.731374,43.697368,14.740438,-0.226051,0,101.631579,130.914103,3.364532,1.955053,0.998001,48.03055,55.30542,1.16994,0.020778,0.789749,0.01653,1.888596,0.027799,0.789749,0.01653,0.831474,0.018007,1.888596,0.027799,4,2,2.666667,1.154701,0.328947,0.276316,0.342105,0.315789,0.328947,0.394737,0.236842,0.342105,0.315789,0.657986,0.789236,0.655903,0.709722,0.755556,0.678819,0.759722,0.697569,0.754861,0.3607,0.441958,0.310056,0.370166,0.351978,0.203911,0.522346,0.319559,0.366667
3809,0.511364,0.034091,51.136364,45,48.863636,43,1,2,3,88,0,0,2,1,33.333333,0,0,66.666667,33.333333,6.995733,2.532591,-1.36205,0.296285,1.957375,1.13271,-1.439009,0.258499,12.034091,3.932473,-1.28509,0.334072,1.957375,1.13271,-1.439009,0.258499,6.995733,2.532591,-1.36205,0.296285,12.034091,3.932473,-1.28509,0.334072,0.999627,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.488636,0.511364,0.488636,0.534091,0.431818,0.511364,0.454545,0.431818,0.420455,0.50155,0.467959,0.52584,0.456848,0.565116,0.469767,0.544703,0.568734,0.574677,0.017653,-0.038825,0.021717,-0.067079,0.135023,-0.037736,0.089498,0.136809,0.156477
3810,0.957066,0.008945,95.706619,535,4.293381,24,1,2,5,559,0,0,3,2,20,0,0,60,40,9034.430829,69566.871707,33.868158,3.343804,52.5,18.725043,-1.21748,0,26738.420394,208422.135892,103.881889,9.591548,52.5,18.725043,-1.21748,0,312.372093,259.754187,-1.059934,0.439864,26738.420394,208422.135892,103.881889,9.591548,0.255586,1.517145,31.210082,5.426265,0.168465,5.426265,0.168465,5.426265,0.168465,5.426265,0.168465,5.426265,0.168465,5.426265,0.168465,43,43,43,0,0.019678,0.042934,0.019678,0.030411,0.019678,0.019678,0.030411,0.019678,0.019678,0.720833,0.483333,0.720833,0.799299,0.829868,0.858294,0.785125,0.848481,0.720833,0.693454,0,0.693454,0.622432,0.693454,0.693454,0.606452,0.693454,0.693454
3811,0.555096,0.001837,55.509642,1209,44.490358,969,1,2,4,2178,0,0,3,1,25,0,0,75,25,45.745598,88.629653,3.045251,0.82058,7.961997,30.545583,-0.817188,-0.857086,74.359963,118.875581,10.762915,3.272944,7.961997,30.545583,-0.817188,-0.857086,54.914835,116.467797,-0.809974,0.045883,74.359963,118.875581,10.762915,3.272944,0.991223,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.456382,0.444904,0.458219,0.48393,0.453627,0.444904,0.486226,0.476125,0.448577,0.506228,0.499256,0.524228,0.51099,0.511198,0.499256,0.508054,0.506931,0.522755,-0.014836,0,0.050513,0.018232,0.008249,0,0.016099,0.004959,0.002183
3812,0.856887,0.008945,85.68873,479,14.31127,80,1,2,5,559,0,0,3,2,20,0,0,60,40,7930.94842,60409.700231,34.455339,3.360839,52.5,18.725043,-1.21748,0,23427.973166,180950.621463,105.643431,9.642654,52.5,18.725043,-1.21748,0,312.372093,259.754187,-1.059934,0.439864,23427.973166,180950.621463,105.643431,9.642654,0.592333,3.968792,35.357448,5.426265,0.149248,5.426265,0.149248,5.426265,0.149248,5.426265,0.149248,5.426265,0.149248,5.426265,0.149248,43,43,43,0,0.143113,0.143113,0.143113,0.182469,0.123435,0.134168,0.187835,0.13059,0.128801,0.691388,0.499165,0.55565,0.622704,0.836691,0.678523,0.619676,0.687291,0.702166,0,0,0.138376,0.271205,0.227142,0.210437,0.238113,0.219766,0.21243
3813,0.966011,0.008945,96.601073,540,3.398927,19,1,2,5,559,0,0,3,2,20,0,0,60,40,7930.94842,60409.700231,34.455339,3.360839,52.5,18.725043,-1.21748,0,23427.973166,180950.621463,105.643431,9.642654,52.5,18.725043,-1.21748,0,312.372093,259.754187,-1.059934,0.439864,23427.973166,180950.621463,105.643431,9.642654,0.214019,1.31123,32.245046,5.426265,0.16322,5.426265,0.16322,5.426265,0.16322,5.426265,0.16322,5.426265,0.16322,5.426265,0.16322,43,43,43,0,0.010733,0.033989,0.010733,0.014311,0.010733,0.010733,0.0161,0.010733,0.010733,0.757895,0.478947,0.757895,0.912671,0.827339,0.821101,0.890107,0.881433,0.757895,0.807175,0,0.807175,0.782066,0.807175,0.807175,0.760895,0.807175,0.807175
3814,0.976744,0.008945,97.674419,546,2.325581,13,1,2,5,559,0,0,3,2,20,0,0,60,40,9034.430829,69566.871707,33.868158,3.343804,52.5,18.725043,-1.21748,0,26738.420394,208422.135892,103.881889,9.591548,52.5,18.725043,-1.21748,0,312.372093,259.754187,-1.059934,0.439864,26738.420394,208422.135892,103.881889,9.591548,0.15935,1,33.05248,5.426265,0.15935,5.426265,0.15935,5.426265,0.15935,5.426265,0.15935,5.426265,0.15935,5.426265,0.15935,43,43,43,0,0,0.017889,0,0,0,0,0,0,0,1,0.653846,1,1,1,1,1,1,1,1,0.369501,1,1,1,1,1,1,1
3818,0.655629,0.039735,65.562914,99,34.437086,52,3,2,6,151,0,0,3,3,50,0,0,50,50,16.538631,8.914484,-0.700582,0.447382,8.10596,6.825779,-1.16803,-0.008203,27.86755,12.893758,-0.392929,0.858641,8.10596,6.825779,-1.16803,-0.008203,13.642384,7.023914,-0.540786,0.491706,27.86755,12.893758,-0.392929,0.858641,0.92894,17.376138,11.358215,0.660678,0.053461,0.615611,0.051592,0.705746,0.055329,0.615611,0.051592,0.660678,0.053461,0.705746,0.055329,2,2,2,0,0.331126,0.298013,0.291391,0.218543,0.311258,0.304636,0.211921,0.364238,0.357616,0.558372,0.600913,0.618395,0.752622,0.63413,0.638986,0.767483,0.572747,0.614122,0.150349,0.291523,0.317304,0.518225,0.245241,0.286272,0.539107,0.107853,0.119629
3820,0.771845,0.021845,77.184466,318,22.815534,94,2,2,9,412,49,96,4,5,22.222222,11.893204,2.588997,44.444444,55.555556,297.929902,227.478594,5.217279,1.109143,6.637577,0.878112,-0.301759,-0.997404,1035.674448,768.353304,12.684108,3.055596,13.546918,3.690426,0.274363,-0.596293,74.703791,70.34148,4.243383,1.18919,805.538997,608.403876,11.13409,2.734532,0.774782,23.273984,40.548538,1.383134,0.03329,0.668473,0.010289,1.998002,0.085816,0.761044,0.010302,1.433032,0.018527,1.955328,0.07104,7,2,4.25,2.217356,0.208738,0.208738,0.218447,0.308252,0.242718,0.218447,0.283981,0.201456,0.216019,0.523485,0.695006,0.554279,0.545698,0.649037,0.649622,0.581611,0.675448,0.643634,0.13513,0.235457,0.167714,0.121491,0.203403,0.207557,0.17198,0.220693,0.146938
3821,0.857143,0.008658,85.714286,1980,14.285714,330,1,2,20,2310,0,0,19,1,5,0,0,95,5,24.633144,25.314714,36.391584,3.143448,-12.69086,0,-1.216609,-0.884594,124.913853,72.956532,338.336869,16.886302,0.014334,1.545336,0.038505,0.41976,8.243692,19.571819,0.561861,1.272978,37.051595,43.527458,32.678468,5.31534,0.591673,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.11342,0.006926,0.007359,0.003896,0.162338,0.007792,0.006061,0.009957,0.00303,0.88644,0.98376,0.991338,0.992022,0.986535,0.989648,0.987626,0.989366,0.999287,0.318216,0.971501,0.969759,0.984071,0.547804,0.967939,0.975253,0.959598,0.987579
3822,0.666667,0.000694,66.666667,8640,33.333333,4320,2,2,9,12960,0,0,0,9,22.222222,0,0,0,100,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.918296,8,13.877317,1.707722,0.114787,1,0,2.321928,0.918296,1.584963,0,1.584963,0,2,0,5,2,3.375,0.916125,0,0,0,0,0,0,0.004321,0,0,1,1,1,1,1,1,0.997443,1,1,1,1,1,1,1,1,0.990286,1,1
3823,0.711111,0.1,71.111111,64,28.888889,26,3,2,9,90,3,3,0,9,33.333333,3.333333,0.37037,0,100,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.867282,68.602261,87.424657,1.11788,0.012642,0.440319,0,1.487804,0.024629,0.998931,0.004308,1.139877,0.013267,1.409732,0.022167,4,2,2.875,0.64087,0.288889,0.311111,0.333333,0.344444,0.377778,0.366667,0.444444,0.322222,0.322222,0.407752,0.460938,0.445913,0.295974,0.426082,0.34375,0.368089,0.405649,0.458233,0,-0.043046,-0.083467,-0.102767,-0.125,-0.107383,-0.221167,-0.06357,-0.06357
3824,0.585965,0.02807,58.596491,167,41.403509,118,2,2,8,285,18,27,3,5,25,6.315789,1.184211,37.5,62.5,27.334509,7.081739,-1.143918,-0.074787,2.967743,1.239889,-1.480787,-0.651643,75.865495,18.69292,-0.60394,0.283768,2.967743,1.239889,-1.480787,-0.651643,3.17029,1.312407,-1.347027,0.143512,75.865495,18.69292,-0.60394,0.283768,0.978571,8.316398,21.106548,2.601225,0.117668,0.98645,0.002306,6.569856,0.287607,1.055745,0.005268,1.424297,0.090379,5.323632,0.257356,95,2,25.75,46.169073,0.284211,0.242105,0.231579,0.645614,0.273684,0.242105,0.568421,0.414035,0.22807,0.743936,0.80473,0.750355,0.337511,0.790216,0.823226,0.39833,0.491322,0.821044,0.450475,0.506562,0.51794,-0.25858,0.425967,0.495394,-0.121284,0,0.524647
3825,0.9,0.0035,90,1800,10,200,1,2,7,2000,0,0,6,1,14.285714,0,0,85.714286,14.285714,1052.699732,630.907083,-0.539127,0.531036,0.4925,0.291316,-1.039741,-0.062774,6155.200435,3757.634467,0.074759,1.007475,0.65825,0.571545,-0.871141,0.214556,1.686534,0.920872,-0.637857,0.623909,1656.114273,958.166127,-0.115654,0.76689,0.468996,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.045,0.0015,0.0055,0.0015,0.0015,0.0015,0.003,0.0045,0.0015,0.935156,0.990582,0.986183,0.992846,0.989443,0.995506,0.991667,0.991688,0.991983,0.776786,0.991611,0.969376,0.991611,0.991611,0.991611,0.983333,0.975055,0.991611
3826,0.639456,0.047619,63.945578,188,36.054422,106,4,2,14,294,293,782,6,8,28.571429,99.659864,18.999028,42.857143,57.142857,95.162434,19.599081,1.030483,0.554279,0,0,-0.6084,-0.282327,250.848708,67.657711,4.444799,1.538288,0.439541,0.681486,-0.544219,-0.135326,90.205074,12.71919,0.38163,0.366615,167.059447,34.60674,2.690749,1.451678,0.943134,7.574448,6.544495,0.939404,0.124515,0.535918,0.000449,1.682983,0.275366,0.602293,0.009696,0.849261,0.059125,1.146946,0.253934,4,2,2.714286,0.755929,0.20068,0.207483,0.217687,0.227891,0.159864,0.170068,0.238095,0.231293,0.173469,0.721121,0.7362,0.761291,0.743451,0.902951,0.883029,0.749724,0.792603,0.909349,0.547078,0.537664,0.511831,0.506786,0.649698,0.625,0.483641,0.49,0.615084
3827,0.666667,0.638889,66.666667,24,33.333333,12,1,2,23,36,0,0,21,2,4.347826,0,0,91.304348,8.695652,211.37172,71.35213,-0.06261,0.455852,0,0,-1.178162,-0.475261,2299.916667,839.574837,4.63686,2.099842,3.803611,1.029292,-0.84756,0.098163,21.404722,11.986865,-0.27934,0.365973,208.981944,75.902087,0.119099,0.740102,0.918296,1.594477,2.457192,1.991076,0.575923,1.991076,0.575923,1.991076,0.575923,1.991076,0.575923,1.991076,0.575923,1.991076,0.575923,4,4,4,0,0.166667,0.194444,0.25,0.222222,0.222222,0.083333,0.277778,0.222222,0.138889,0.814236,0.824653,0.732639,0.753472,0.885417,0.954861,0.708333,0.817708,0.805556,0.653846,0.571429,0.4,0.478261,0.555556,0.816327,0.4,0.454545,0.680851
3830,0.625616,0.022167,62.561576,254,37.438424,152,1,2,9,406,14,14,6,3,11.111111,3.448276,0.383142,66.666667,33.333333,565.705218,167.510608,-0.420967,0.487913,15.519704,2.803359,-1.204785,0.020808,2979.413793,847.004328,0.510701,1.028909,21.515856,3.512393,-0.924369,0.177019,90.501841,23.292382,-0.673234,0.478981,890.938116,290.442926,0.386908,0.77526,0.953979,1.441313,6.329204,4.851067,0.661882,1.591963,0.369785,8.11017,0.953979,1.591963,0.369785,4.851067,0.661882,8.11017,0.953979,312,5,158.5,217.081782,0.147783,0.135468,0.096059,0.118227,0.20197,0.110837,0.135468,0.258621,0.098522,0.879403,0.904346,0.906898,0.868551,0.895695,0.963453,0.931789,0.76953,0.954129,0.698081,0.726355,0.793575,0.745601,0.601484,0.763078,0.706547,0.359005,0.795094
3831,0.854795,0.010959,85.479452,312,14.520548,53,1,2,4,365,30,30,1,3,25,8.219178,2.054795,25,75,9132.161644,817.882087,-0.700437,-0.329629,9132.161644,817.882087,-0.700437,-0.329629,9132.161644,817.882087,-0.700437,-0.329629,9132.161644,817.882087,-0.700437,-0.329629,9132.161644,817.882087,-0.700437,-0.329629,9132.161644,817.882087,-0.700437,-0.329629,0.597711,60.167944,428.515201,4.266821,0.009934,3.584373,0.001129,4.949269,0.018739,3.584373,0.001129,4.266821,0.009934,4.949269,0.018739,31,11,21,14.142136,0.161644,0.161644,0.115068,0.082192,0.120548,0.115068,0.128767,0.147945,0.106849,0.892296,0.81888,0.814284,0.820392,0.925314,0.786103,0.759891,0.721819,0.931785,0.409012,0.409012,0.521476,0.658197,0.543023,0.45038,0.412238,0.318653,0.544611
3832,0.666667,0.033333,66.666667,100,33.333333,50,1,2,5,150,0,0,4,1,20,0,0,80,20,3.463667,0.94731,-0.780578,0.066477,1.198667,0.433594,-1.406057,-0.270805,5.843333,1.76442,0.219834,0.329599,1.6625,0.515986,-1.391129,-0.229003,3.406333,0.795613,-0.968044,0.103558,5.322167,1.530332,0.017439,0.324877,0.918296,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.006667,0,0,0,0,0,0,0.006667,1,0.99,1,1,1,1,1,1,1,1,0.984925,1,1,1,1,1,1,0.985075
3833,0.623068,0.084423,62.306778,524,37.693222,317,1,2,71,841,0,0,70,1,1.408451,0,0,98.591549,1.408451,10.125242,5.356526,2.331654,1.112051,0.444709,0.80451,-0.795322,-0.040612,77.360285,31.071726,21.069918,4.077467,3.127229,2.520373,0.348419,0.702143,5.030916,3.90264,1.393373,1.029799,11.936385,6.207934,2.414316,1.336549,0.955847,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.148633,0.046373,0.057075,0.005945,0.011891,0.02497,0.096314,0.053508,0.009512,0.851094,0.945725,0.958994,0.993727,0.996218,0.99556,0.89654,0.956585,0.999597,0.691821,0.900591,0.879539,0.98735,0.974717,0.946673,0.794566,0.886154,0.979748
3834,0.9,0.0385,90,1800,10,200,1,2,77,2000,0,0,76,1,1.298701,0,0,98.701299,1.298701,0.132032,0.067108,0.114153,0.544156,0.071692,0.037555,-1.126403,-0.120504,0.377311,0.176231,1.984445,1.028955,0.086326,0.042704,-0.182864,0.408582,0.1065,0.052759,0.058337,0.553674,0.155768,0.086335,0.432294,0.710074,0.468996,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.0215,0.0075,0.0075,0.001,0.0065,0.004,0.013,0.011,0.001,0.938358,0.969099,0.976967,0.997233,0.99474,0.987694,0.955,0.980893,0.999828,0.882898,0.958426,0.958426,0.994444,0.963152,0.977578,0.926471,0.9375,0.994444
3835,0.557692,0.480769,55.769231,29,44.230769,23,1,2,25,52,2,7,21,4,4,3.846154,0.538462,84,16,412.458729,94.860492,-0.442329,-0.016916,8.026923,1.837972,-1.099757,-1.12659,1859.480769,425.912146,0.928862,0.930892,17.292922,4.666953,-0.799736,-0.503614,89.252549,34.997944,-0.493464,-0.097755,703.192308,156.192083,-0.228787,0.519773,0.990375,4.839204,12.123217,2.685753,0.204657,1.576621,0.07698,4.243239,0.37499,1.576621,0.07698,2.237397,0.161999,4.243239,0.37499,22,3,10,10.440307,0.269231,0.326923,0.25,0.25,0.230769,0.192308,0.326923,0.461538,0.269231,0.703148,0.589955,0.745127,0.744378,0.854573,0.850075,0.670915,0.465517,0.821589,0.449319,0.322086,0.490964,0.47678,0.536404,0.610195,0.328267,-0.028007,0.444275
3836,0.601124,0.078652,60.11236,107,39.88764,71,1,2,14,178,0,0,13,1,7.142857,0,0,92.857143,7.142857,69.133663,26.177785,-0.043667,0.346234,0.361854,0.124453,-1.100407,-0.303833,746.893258,314.907474,1.984644,1.085852,1.810084,0.423351,-0.866115,-0.015025,2.366517,0.811827,-0.290309,0.210653,16.247781,2.828925,0.453734,0.80901,0.97029,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.089888,0.039326,0.078652,0.050562,0.039326,0.039326,0.067416,0.078652,0.022472,0.873174,0.949849,0.911412,0.947413,0.994603,0.993221,0.929709,0.927208,0.998289,0.805172,0.917407,0.833623,0.892266,0.917011,0.917011,0.859418,0.832008,0.952691
3837,0.613636,0.037879,61.363636,81,38.636364,51,1,2,5,132,0,0,4,1,20,0,0,80,20,1.965909,0.915893,-0.675127,0.5515,1.954545,0.819607,-1.511364,0,2,0.947988,-0.396381,0.735333,1.954545,0.851702,-1.232618,0.183833,1.954545,0.947988,-0.396381,0.735333,1.988636,0.947988,-0.396381,0.735333,0.962413,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.409091,0.19697,0.159091,0.242424,0.386364,0.30303,0.227273,0.242424,0.234848,0.538489,0.796175,0.767853,0.86795,0.777657,0.723191,0.825103,0.783709,0.795449,0.039612,0.575353,0.645161,0.51009,0.21097,0.34181,0.527559,0.477357,0.487988
3838,0.673171,0.126829,67.317073,138,32.682927,67,5,2,26,205,46,59,15,11,19.230769,22.439024,1.106942,57.692308,42.307692,1447.091008,606.987934,1.274879,0.791632,3.255423,0.273539,-0.848926,-0.676325,13207.129353,7947.066342,5.108283,2.585391,25.219512,2.443522,-0.08523,0.072515,98.756585,6.886443,0.518258,0.67475,174.049268,41.642693,2.502459,1.377325,0.911654,10.190382,14.645581,1.399688,0.089462,0.110145,0.000638,4.11792,0.334912,0.626161,0.014504,1.185213,0.045855,1.797437,0.142694,22,2,6,6.110101,0.356098,0.102439,0.253659,0.141463,0.282927,0.126829,0.121951,0.180488,0.190244,0.667424,0.907149,0.754434,0.814298,0.794289,0.913152,0.885825,0.859561,0.859939,0.211912,0.766299,0.427927,0.66162,0.371498,0.702633,0.717428,0.578494,0.544937
3839,0.837968,0.001506,83.796808,8347,16.203192,1614,1,2,15,9961,0,0,14,1,6.666667,0,0,93.333333,6.666667,2.053272,1.705552,-0.038067,0.109815,-0.528716,0.097999,-0.864184,-0.377769,20.364321,15.878836,3.792059,1.696545,-0.213972,0.152111,-0.483366,-0.272592,-0.035201,0.227156,-0.221831,0.074684,0.373433,0.412696,-0.139261,0.241005,0.639148,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.162032,0.024596,0.022588,0.002309,0.038751,0.0256,0.025901,0.029013,0.035438,0.859323,0.959538,0.963251,0.995507,0.991527,0.986835,0.950561,0.980237,0.991501,0,0.908765,0.916254,0.991486,0.856582,0.904705,0.904285,0.892811,0.867007
3840,0.95935,0.00085,95.935,19187,4.065,813,1,2,17,20000,0,0,16,1,5.882353,0,0,94.117647,5.882353,5.925466,2.273771,0.697079,0.290268,3.0461,1.546722,-0.421502,-0.310048,8.33885,3.304555,2.074173,1.159859,4.174812,2.017439,0.30859,-0.137317,5.913225,2.293372,0.884589,0.254309,7.726012,2.547423,1.172037,0.653313,0.245265,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.04065,0.00685,0.00795,0.0015,0.0271,0.00895,0.00825,0.00885,0.02355,0.763372,0.969132,0.950447,0.989709,0.94213,0.971814,0.949762,0.983918,0.964099,0,0.910648,0.89777,0.980723,0.634005,0.877992,0.894782,0.882159,0.61422
3842,0.6616,0.0082,66.16,3308,33.84,1692,1,2,41,5000,0,0,40,1,2.439024,0,0,97.560976,2.439024,0.899488,1.271116,-0.197981,0.035454,-0.025552,0.976453,-0.680037,-0.271922,3.322468,2.032674,0.148628,0.271928,-0.000989,0.999687,-0.48617,-0.02425,0.031811,1.01387,-0.052965,0.016409,2.00251,1.657087,0.01753,0.084559,0.923279,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.2552,0.178,0.1518,0.1936,0.1458,0.1464,0.2008,0.1606,0.1468,0.781054,0.771808,0.839398,0.782086,0.938536,0.935966,0.775923,0.90026,0.927738,0.498928,0.599235,0.65577,0.566133,0.695693,0.681686,0.551686,0.633017,0.676635
3843,0.898221,0.011566,89.822064,5048,10.177936,572,1,2,65,5620,0,0,64,1,1.538462,0,0,98.461538,1.538462,4.911243,3.686292,163.110745,5.278957,0,0,-1.646364,-1.302529,11.98968,6.518238,2804.500712,52.976418,0.261032,0.967117,-1.367923,-0.312938,4.565569,4.301747,0,0.492213,9.049155,5.866372,17.847069,3.825802,0.474611,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.101779,0.020641,0.017794,0.003025,0.054448,0.026335,0.030071,0.026868,0.011566,0.802209,0.941714,0.949808,0.991353,0.975723,0.959596,0.916604,0.944443,0.996557,0,0.885153,0.90146,0.983443,0.743894,0.85324,0.83515,0.848953,0.935494
3844,0.731401,0.006826,73.140087,7393,26.859913,2715,49,2,69,10108,2699,2699,0,69,71.014493,26.701622,0.38698,0,100,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.839447,40.300765,47.060113,1.001071,0.02083,0.044248,0.000011,5.714939,0.381812,0.371043,0.000452,0.641345,0.00408,0.9805,0.010322,129,2,8.455882,22.859358,0.268599,0.105956,0.114761,0.176296,0.146023,0.120004,0.230906,0.11575,0.106648,0.768202,0.923644,0.861115,0.814154,0.920259,0.915634,0.710433,0.914206,0.946966,0,0.721602,0.700664,0.522124,0.647495,0.6871,0.385234,0.696634,0.723212
3845,0.544554,0.046205,54.455446,165,45.544554,138,4,2,14,303,7,7,6,8,28.571429,2.310231,0.165017,42.857143,57.142857,97.269182,17.242572,1.057415,0.591295,0.674497,0.938202,-0.561074,-0.533862,246.264026,51.830751,4.387221,1.261339,0.948327,1.105357,-0.208011,-0.284311,92.99505,13.310122,0.546713,0.922455,173.801155,30.136559,2.233236,1.197716,0.994265,9.155639,9.307447,1.119346,0.108596,0.606111,0.000566,1.739437,0.212749,0.900903,0.024075,1.087937,0.116834,1.295491,0.204599,4,2,2.714286,0.755929,0.287129,0.250825,0.211221,0.240924,0.168317,0.191419,0.270627,0.217822,0.178218,0.699649,0.751845,0.769982,0.743149,0.901493,0.856961,0.737662,0.822991,0.902723,0.421489,0.490711,0.568549,0.515157,0.659258,0.61318,0.454414,0.553994,0.639429
